product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag
PRD0656,Vela Atlas 755,Smart Home,Vela,820.33,583.57,2014.0,12.0,0.297,SKU-VEL00656,Home Automation,Halo,Gold,SUP027,Australia,2014-09-27,GST_STANDARD,Recycled box,False,True
PRD0657,Candle Flux 756,Gaming,Candle,91.2,66.46,2017.0,24.0,1.44,SKU-CAN00657,Gaming Hardware,Lumen,White,SUP028,Malaysia,2017-05-12,GST_STANDARD,Protective case,True,True
PRD0658,Vela Pulse 757,Wearable,Vela,140.48,92.78,2013.0,12.0,0.11,SKU-VEL00658,Health Wearable,Nova,Gold,SUP029,Korea,2013-07-04,GST_STANDARD,Box,False,True
PRD0659,Candle Vista 758,Networking,Candle,293.62,184.6,2014.0,24.0,0.627,SKU-CAN00659,Connected Network,Orbit,White,SUP030,Japan,2014-02-20,GST_STANDARD,Box,False,True
PRD0660,Vela Core 759,Accessory,Vela,351.34,196.03,2016.0,12.0,0.248,SKU-VEL00660,Mobile Accessory,Pulse,Red,SUP031,Malaysia,2016-11-04,GST_STANDARD,Recycled box,True,True
PRD0661,Candle Lumen 760,Laptop,Candle,1397.85,1011.11,2012.0,24.0,1.98,SKU-CAN00661,Ultrabook,Quest,Blue,SUP032,Vietnam,2012-12-06,GST_STANDARD,Box,True,True
PRD0662,Vela Ridge 761,Smartphone,Vela,1253.13,831.56,2015.0,24.0,0.27,SKU-VEL00662,5G Smartphone,Ridge,Graphite,SUP033,Malaysia,2015-06-25,GST_STANDARD,Box,True,True
PRD0663,Candle Arc 762,Tablet,Candle,1546.5,1073.14,2012.0,24.0,0.744,SKU-CAN00663,Productivity Tablet,Shift,Silver,SUP034,Japan,2012-02-26,GST_STANDARD,Recycled box,False,True
PRD0664,Vela Echo 763,Home Entertainment,Vela,2839.43,1629.23,2014.0,24.0,5.721,SKU-VEL00664,Smart Display,Spark,White,SUP035,Australia,2014-03-10,GST_STANDARD,Box,True,True
PRD0665,Candle Orbit 764,Audio,Candle,215.81,157.1,2013.0,12.0,0.646,SKU-CAN00665,Wireless Audio,Vista,White,SUP036,Australia,2013-06-23,GST_STANDARD,Box,True,True
PRD0666,Vela Spark 765,Smart Home,Vela,108.17,60.9,2015.0,12.0,0.375,SKU-VEL00666,Home Automation,Wave,Green,SUP037,Australia,2015-02-06,GST_STANDARD,Protective case,True,True
PRD0667,Candle Bloom 766,Gaming,Candle,424.48,239.51,2016.0,24.0,1.037,SKU-CAN00667,Gaming Hardware,Arc,Gold,SUP001,China,2016-03-09,GST_STANDARD,Box,False,True
PRD0668,Vela Halo 767,Wearable,Vela,658.68,424.85,2014.0,12.0,0.151,SKU-VEL00668,Health Wearable,Atlas,Black,SUP002,Vietnam,2014-08-17,GST_STANDARD,Protective case,False,True
PRD0669,Candle Quest 768,Networking,Candle,1077.89,797.35,2012.0,24.0,0.64,SKU-CAN00669,Connected Network,Bloom,Silver,SUP003,Malaysia,2012-04-09,GST_STANDARD,Box,True,True
PRD0670,Vela Wave 769,Accessory,Vela,85.16,44.21,2013.0,12.0,0.179,SKU-VEL00670,Mobile Accessory,Core,Gold,SUP004,Australia,2013-02-01,GST_STANDARD,Protective case,False,True
PRD0671,Candle Edge 770,Laptop,Candle,1948.38,1244.99,2014.0,24.0,1.747,SKU-CAN00671,Ultrabook,Edge,White,SUP005,Japan,2014-01-19,GST_STANDARD,Protective case,True,True
PRD0672,Vela Nova 771,Smartphone,Vela,527.46,298.18,2015.0,24.0,0.289,SKU-VEL00672,5G Smartphone,Echo,Red,SUP006,China,2015-02-26,GST_STANDARD,Box,False,True
PRD0673,Candle Shift 772,Tablet,Candle,1324.45,714.77,2017.0,24.0,0.557,SKU-CAN00673,Productivity Tablet,Flux,Silver,SUP007,Malaysia,2017-11-09,GST_STANDARD,Box,False,True
PRD0674,Vela Atlas 773,Home Entertainment,Vela,2346.31,1691.18,2016.0,24.0,6.986,SKU-VEL00674,Smart Display,Halo,Green,SUP008,Korea,2016-09-14,GST_STANDARD,Protective case,True,True
PRD0675,Candle Flux 774,Audio,Candle,898.47,554.75,2014.0,12.0,0.432,SKU-CAN00675,Wireless Audio,Lumen,Red,SUP009,Australia,2014-06-14,GST_STANDARD,Recycled box,False,True
PRD0676,Vela Pulse 775,Smart Home,Vela,444.48,301.38,2013.0,12.0,0.355,SKU-VEL00676,Home Automation,Nova,Graphite,SUP010,Australia,2013-07-19,GST_STANDARD,Box,False,True
PRD0677,Candle Vista 776,Gaming,Candle,2307.95,1547.87,2015.0,24.0,1.471,SKU-CAN00677,Gaming Hardware,Orbit,Graphite,SUP011,Vietnam,2015-02-05,GST_STANDARD,Box,True,False
PRD0678,Vela Core 777,Wearable,Vela,653.14,374.09,2013.0,12.0,0.158,SKU-VEL00678,Health Wearable,Pulse,Green,SUP012,Korea,2013-03-03,GST_STANDARD,Protective case,True,True
PRD0679,Candle Lumen 778,Networking,Candle,1147.59,574.31,2015.0,24.0,0.923,SKU-CAN00679,Connected Network,Quest,Black,SUP013,Vietnam,2015-10-17,GST_STANDARD,Protective case,True,False
PRD0680,Vela Ridge 779,Accessory,Vela,46.75,26.08,2014.0,12.0,0.213,SKU-VEL00680,Mobile Accessory,Ridge,Silver,SUP014,Japan,2014-11-05,GST_STANDARD,Recycled box,True,True
PRD0681,Candle Arc 780,Laptop,Candle,2498.26,1855.88,2014.0,24.0,1.576,SKU-CAN00681,Ultrabook,Shift,Green,SUP015,Australia,2014-05-19,GST_STANDARD,Protective case,True,True
PRD0682,Vela Echo 781,Smartphone,Vela,1121.22,556.68,2012.0,24.0,0.284,SKU-VEL00682,5G Smartphone,Spark,Black,SUP016,Korea,2012-08-10,GST_STANDARD,Protective case,True,True
PRD0683,Candle Orbit 782,Tablet,Candle,1384.61,818.46,2014.0,24.0,0.57,SKU-CAN00683,Productivity Tablet,Vista,Graphite,SUP017,Korea,2014-01-04,GST_STANDARD,Box,True,True
PRD0684,Vela Spark 783,Home Entertainment,Vela,1584.7,1015.36,2016.0,24.0,8.931,SKU-VEL00684,Smart Display,Wave,Red,SUP018,Vietnam,2016-01-08,GST_STANDARD,Box,False,True
PRD0685,Candle Bloom 784,Audio,Candle,367.73,210.28,2013.0,12.0,0.639,SKU-CAN00685,Wireless Audio,Arc,Black,SUP019,Japan,2013-06-23,GST_STANDARD,Protective case,False,True
PRD0686,Vela Halo 785,Smart Home,Vela,791.36,568.72,2014.0,12.0,0.473,SKU-VEL00686,Home Automation,Atlas,Red,SUP020,Korea,2014-02-09,GST_STANDARD,Recycled box,True,True
PRD0687,Candle Quest 786,Gaming,Candle,2401.89,1784.14,2012.0,24.0,1.009,SKU-CAN00687,Gaming Hardware,Bloom,Silver,SUP021,Malaysia,2012-05-02,GST_STANDARD,Protective case,True,True
PRD0688,Vela Wave 787,Wearable,Vela,231.65,150.57,2012.0,12.0,0.132,SKU-VEL00688,Health Wearable,Core,Red,SUP022,Malaysia,2012-10-21,GST_STANDARD,Recycled box,True,True
PRD0689,Candle Edge 788,Networking,Candle,1240.98,751.99,2017.0,24.0,0.726,SKU-CAN00689,Connected Network,Edge,Black,SUP023,Japan,2017-02-01,GST_STANDARD,Recycled box,True,True
PRD0690,Vela Nova 789,Accessory,Vela,306.64,232.46,2014.0,12.0,0.194,SKU-VEL00690,Mobile Accessory,Echo,White,SUP024,China,2014-10-12,GST_STANDARD,Recycled box,False,True
PRD0691,Candle Shift 790,Laptop,Candle,1850.74,1183.9,2016.0,24.0,1.401,SKU-CAN00691,Ultrabook,Flux,Gold,SUP025,Malaysia,2016-01-15,GST_STANDARD,Recycled box,True,True
PRD0692,Vela Atlas 791,Smartphone,Vela,959.48,542.28,2017.0,24.0,0.281,SKU-VEL00692,5G Smartphone,Halo,Graphite,SUP026,Malaysia,2017-04-20,GST_STANDARD,Recycled box,True,True
PRD0693,Candle Flux 792,Tablet,Candle,1160.83,862.64,2017.0,24.0,0.569,SKU-CAN00693,Productivity Tablet,Lumen,Red,SUP027,Japan,2017-01-03,GST_STANDARD,Protective case,False,True
PRD0694,Vela Pulse 793,Home Entertainment,Vela,3973.34,2449.28,2014.0,24.0,8.224,SKU-VEL00694,Smart Display,Nova,Silver,SUP028,China,2014-06-24,GST_STANDARD,Recycled box,False,True
PRD0695,Candle Vista 794,Audio,Candle,809.88,398.15,2017.0,12.0,0.411,SKU-CAN00695,Wireless Audio,Orbit,Green,SUP029,Japan,2017-03-19,GST_STANDARD,Recycled box,True,True
PRD0696,Vela Core 795,Smart Home,Vela,107.86,66.64,2016.0,12.0,0.279,SKU-VEL00696,Home Automation,Pulse,Red,SUP030,Malaysia,2016-12-13,GST_STANDARD,Box,True,True
PRD0697,Candle Lumen 796,Gaming,Candle,1104.18,822.53,2014.0,24.0,1.159,SKU-CAN00697,Gaming Hardware,Quest,Red,SUP031,Korea,2014-08-26,GST_STANDARD,Protective case,False,True
PRD0698,Vela Ridge 797,Wearable,Vela,1038.35,585.9,2012.0,12.0,0.103,SKU-VEL00698,Health Wearable,Ridge,Graphite,SUP032,Japan,2012-04-18,GST_STANDARD,Protective case,False,True
PRD0699,Candle Arc 798,Networking,Candle,1495.41,1058.68,2015.0,24.0,0.935,SKU-CAN00699,Connected Network,Shift,Red,SUP033,China,2015-08-03,GST_STANDARD,Recycled box,False,True
PRD0700,Vela Echo 799,Accessory,Vela,258.76,147.17,2013.0,12.0,0.215,SKU-VEL00700,Mobile Accessory,Spark,Green,SUP034,Australia,2013-07-26,GST_STANDARD,Protective case,True,True
PRD0701,Candle Orbit 800,Laptop,Candle,2361.18,1772.93,2017.0,24.0,1.925,SKU-CAN00701,Ultrabook,Vista,Black,SUP035,Australia,2017-01-26,GST_STANDARD,Box,True,True
PRD0702,Vela Spark 801,Smartphone,Vela,768.26,568.97,2017.0,24.0,0.18,SKU-VEL00702,5G Smartphone,Wave,Graphite,SUP036,Australia,2017-01-25,GST_STANDARD,Box,True,True
PRD0703,Candle Bloom 802,Tablet,Candle,299.48,154.9,2012.0,24.0,0.846,SKU-CAN00703,Productivity Tablet,Arc,Gold,SUP037,Australia,2012-01-22,GST_STANDARD,Protective case,False,True
PRD0704,Vela Halo 803,Home Entertainment,Vela,2221.12,1475.94,2016.0,24.0,7.766,SKU-VEL00704,Smart Display,Atlas,Black,SUP001,Korea,2016-03-27,GST_STANDARD,Protective case,True,True
PRD0705,Candle Quest 804,Audio,Candle,1103.54,583.66,2014.0,12.0,0.548,SKU-CAN00705,Wireless Audio,Bloom,Black,SUP002,China,2014-10-22,GST_STANDARD,Box,True,True
PRD0706,Vela Wave 805,Smart Home,Vela,746.72,362.05,2013.0,12.0,0.427,SKU-VEL00706,Home Automation,Core,Graphite,SUP003,China,2013-08-20,GST_STANDARD,Box,False,True
PRD0707,Candle Edge 806,Gaming,Candle,1911.85,1368.29,2012.0,24.0,1.396,SKU-CAN00707,Gaming Hardware,Edge,Green,SUP004,Australia,2012-06-06,GST_STANDARD,Recycled box,True,True
PRD0708,Vela Nova 807,Wearable,Vela,720.36,422.7,2013.0,12.0,0.111,SKU-VEL00708,Health Wearable,Echo,Silver,SUP005,Australia,2013-10-14,GST_STANDARD,Recycled box,True,True
PRD0709,Candle Shift 808,Networking,Candle,1423.26,697.4,2016.0,24.0,0.795,SKU-CAN00709,Connected Network,Flux,White,SUP006,Vietnam,2016-04-26,GST_STANDARD,Box,True,True
PRD0710,Vela Atlas 809,Accessory,Vela,302.55,196.98,2013.0,12.0,0.243,SKU-VEL00710,Mobile Accessory,Halo,Gold,SUP007,China,2013-05-14,GST_STANDARD,Protective case,False,True
PRD0711,Candle Flux 810,Laptop,Candle,2921.29,1731.5,2013.0,24.0,1.897,SKU-CAN00711,Ultrabook,Lumen,Graphite,SUP008,Japan,2013-04-03,GST_STANDARD,Box,False,True
PRD0712,Vela Pulse 811,Smartphone,Vela,1113.98,726.22,2017.0,24.0,0.296,SKU-VEL00712,5G Smartphone,Nova,Graphite,SUP009,China,2017-09-20,GST_STANDARD,Recycled box,False,True
PRD0713,Candle Vista 812,Tablet,Candle,1533.07,999.47,2013.0,24.0,0.672,SKU-CAN00713,Productivity Tablet,Orbit,Graphite,SUP010,Japan,2013-12-05,GST_STANDARD,Box,True,True
PRD0714,Vela Core 813,Home Entertainment,Vela,3569.58,2364.02,2012.0,24.0,8.625,SKU-VEL00714,Smart Display,Pulse,Silver,SUP011,China,2012-06-24,GST_STANDARD,Box,True,True
PRD0715,Candle Lumen 814,Audio,Candle,343.66,181.2,2012.0,12.0,0.517,SKU-CAN00715,Wireless Audio,Quest,Black,SUP012,Japan,2012-05-15,GST_STANDARD,Protective case,False,True
PRD0716,Vela Ridge 815,Smart Home,Vela,242.32,163.12,2015.0,12.0,0.37,SKU-VEL00716,Home Automation,Ridge,Red,SUP013,Malaysia,2015-04-14,GST_STANDARD,Recycled box,False,True
PRD0717,Candle Arc 816,Gaming,Candle,615.2,391.79,2017.0,24.0,0.929,SKU-CAN00717,Gaming Hardware,Shift,Blue,SUP014,Japan,2017-07-19,GST_STANDARD,Protective case,True,True
PRD0718,Vela Echo 817,Wearable,Vela,1045.66,745.35,2012.0,12.0,0.111,SKU-VEL00718,Health Wearable,Spark,White,SUP015,China,2012-08-27,GST_STANDARD,Protective case,True,True
PRD0719,Candle Orbit 818,Networking,Candle,659.02,340.72,2015.0,24.0,0.599,SKU-CAN00719,Connected Network,Vista,White,SUP016,China,2015-05-25,GST_STANDARD,Box,False,True
PRD0720,Vela Spark 819,Accessory,Vela,261.71,170.49,2012.0,12.0,0.237,SKU-VEL00720,Mobile Accessory,Wave,Gold,SUP017,Japan,2012-08-08,GST_STANDARD,Box,True,True
PRD0721,Candle Bloom 820,Laptop,Candle,1812.9,897.7,2015.0,24.0,1.452,SKU-CAN00721,Ultrabook,Arc,Green,SUP018,China,2015-05-17,GST_STANDARD,Box,True,True
PRD0722,Vela Halo 821,Smartphone,Vela,909.76,526.72,2013.0,24.0,0.224,SKU-VEL00722,5G Smartphone,Atlas,Green,SUP019,China,2013-07-03,GST_STANDARD,Recycled box,False,True
PRD0723,Candle Quest 822,Tablet,Candle,1236.33,654.17,2016.0,24.0,0.647,SKU-CAN00723,Productivity Tablet,Bloom,Blue,SUP020,Vietnam,2016-09-15,GST_STANDARD,Recycled box,True,True
PRD0724,Vela Wave 823,Home Entertainment,Vela,1250.76,868.58,2013.0,24.0,9.73,SKU-VEL00724,Smart Display,Core,Black,SUP021,Japan,2013-07-09,GST_STANDARD,Box,True,False
PRD0725,Candle Edge 824,Audio,Candle,821.74,425.2,2017.0,12.0,0.357,SKU-CAN00725,Wireless Audio,Edge,White,SUP022,China,2017-03-13,GST_STANDARD,Recycled box,True,True
PRD0726,Vela Nova 825,Smart Home,Vela,620.57,438.55,2012.0,12.0,0.279,SKU-VEL00726,Home Automation,Echo,Black,SUP023,Japan,2012-06-18,GST_STANDARD,Box,True,True
PRD0727,Candle Shift 826,Gaming,Candle,1546.58,908.7,2016.0,24.0,1.511,SKU-CAN00727,Gaming Hardware,Flux,Red,SUP024,Malaysia,2016-01-01,GST_STANDARD,Protective case,True,True
PRD0728,Vela Atlas 827,Wearable,Vela,188.05,131.42,2016.0,12.0,0.157,SKU-VEL00728,Health Wearable,Halo,Silver,SUP025,Malaysia,2016-01-11,GST_STANDARD,Recycled box,False,True
PRD0729,Candle Flux 828,Networking,Candle,1008.84,676.83,2016.0,24.0,0.847,SKU-CAN00729,Connected Network,Lumen,Blue,SUP026,Japan,2016-11-16,GST_STANDARD,Protective case,True,True
PRD0730,Vela Pulse 829,Accessory,Vela,394.42,285.65,2017.0,12.0,0.235,SKU-VEL00730,Mobile Accessory,Nova,Gold,SUP027,Korea,2017-05-11,GST_STANDARD,Protective case,True,True
PRD0731,Candle Vista 830,Laptop,Candle,1790.91,898.22,2014.0,24.0,1.758,SKU-CAN00731,Ultrabook,Orbit,Blue,SUP028,China,2014-08-09,GST_STANDARD,Recycled box,False,True
PRD0732,Vela Core 831,Smartphone,Vela,685.95,451.73,2012.0,24.0,0.271,SKU-VEL00732,5G Smartphone,Pulse,Red,SUP029,Australia,2012-11-08,GST_STANDARD,Protective case,False,True
PRD0733,Candle Lumen 832,Tablet,Candle,894.02,451.86,2016.0,24.0,0.766,SKU-CAN00733,Productivity Tablet,Quest,Red,SUP030,Australia,2016-04-22,GST_STANDARD,Box,True,True
PRD0734,Vela Ridge 833,Home Entertainment,Vela,2197.09,1586.29,2016.0,24.0,8.643,SKU-VEL00734,Smart Display,Ridge,Gold,SUP031,Vietnam,2016-06-13,GST_STANDARD,Protective case,True,True
PRD0735,Candle Arc 834,Audio,Candle,606.53,367.74,2012.0,12.0,0.449,SKU-CAN00735,Wireless Audio,Shift,Green,SUP032,Vietnam,2012-04-22,GST_STANDARD,Box,True,True
PRD0736,Vela Echo 835,Smart Home,Vela,829.44,515.48,2016.0,12.0,0.408,SKU-VEL00736,Home Automation,Spark,Blue,SUP033,Korea,2016-01-12,GST_STANDARD,Recycled box,True,True
PRD0737,Candle Orbit 836,Gaming,Candle,1942.18,948.52,2013.0,24.0,1.58,SKU-CAN00737,Gaming Hardware,Vista,Green,SUP034,Vietnam,2013-12-20,GST_STANDARD,Recycled box,False,True
PRD0738,Vela Spark 837,Wearable,Vela,306.26,169.22,2017.0,12.0,0.131,SKU-VEL00738,Health Wearable,Wave,Blue,SUP035,Vietnam,2017-08-26,GST_STANDARD,Box,False,True
PRD0739,Candle Bloom 838,Networking,Candle,408.6,286.63,2017.0,24.0,0.565,SKU-CAN00739,Connected Network,Arc,Silver,SUP036,Malaysia,2017-10-10,GST_STANDARD,Box,False,True
PRD0740,Vela Halo 839,Accessory,Vela,194.14,107.09,2015.0,12.0,0.236,SKU-VEL00740,Mobile Accessory,Atlas,Black,SUP037,Australia,2015-04-11,GST_STANDARD,Protective case,True,True
PRD0741,Candle Quest 840,Laptop,Candle,2451.18,1816.92,2014.0,24.0,1.5,SKU-CAN00741,Ultrabook,Bloom,Silver,SUP001,Malaysia,2014-04-11,GST_STANDARD,Recycled box,True,True
PRD0742,Vela Wave 841,Smartphone,Vela,1512.78,852.69,2015.0,24.0,0.246,SKU-VEL00742,5G Smartphone,Core,Gold,SUP002,Malaysia,2015-06-22,GST_STANDARD,Recycled box,True,True
PRD0743,Candle Edge 842,Tablet,Candle,1161.24,708.94,2017.0,24.0,0.484,SKU-CAN00743,Productivity Tablet,Edge,Silver,SUP003,Japan,2017-05-07,GST_STANDARD,Box,True,True
PRD0744,Vela Nova 843,Home Entertainment,Vela,3966.03,2174.26,2013.0,24.0,6.666,SKU-VEL00744,Smart Display,Echo,Silver,SUP004,China,2013-04-12,GST_STANDARD,Box,True,True
PRD0745,Candle Shift 844,Audio,Candle,805.9,522.83,2015.0,12.0,0.438,SKU-CAN00745,Wireless Audio,Flux,Gold,SUP005,Japan,2015-11-07,GST_STANDARD,Box,False,True
PRD0746,Vela Atlas 845,Smart Home,Vela,130.44,73.2,2014.0,12.0,0.453,SKU-VEL00746,Home Automation,Halo,White,SUP006,Japan,2014-09-07,GST_STANDARD,Recycled box,False,True
PRD0747,Candle Flux 846,Gaming,Candle,1984.91,1271.28,2012.0,24.0,1.017,SKU-CAN00747,Gaming Hardware,Lumen,Gold,SUP007,Japan,2012-02-25,GST_STANDARD,Protective case,False,False
PRD0748,Vela Pulse 847,Wearable,Vela,176.05,124.65,2013.0,12.0,0.101,SKU-VEL00748,Health Wearable,Nova,Silver,SUP008,Vietnam,2013-05-19,GST_STANDARD,Box,False,True
PRD0749,Candle Vista 848,Networking,Candle,633.27,379.25,2016.0,24.0,0.918,SKU-CAN00749,Connected Network,Orbit,Gold,SUP009,Australia,2016-05-07,GST_STANDARD,Recycled box,True,True
PRD0750,Vela Core 849,Accessory,Vela,203.37,112.68,2017.0,12.0,0.229,SKU-VEL00750,Mobile Accessory,Pulse,Graphite,SUP010,Malaysia,2017-08-09,GST_STANDARD,Box,False,True
PRD0751,Candle Lumen 850,Laptop,Candle,1210.18,641.21,2015.0,24.0,2.064,SKU-CAN00751,Ultrabook,Quest,Red,SUP011,Japan,2015-06-09,GST_STANDARD,Protective case,True,True
PRD0752,Vela Ridge 851,Smartphone,Vela,1353.89,700.79,2013.0,24.0,0.222,SKU-VEL00752,5G Smartphone,Ridge,Blue,SUP012,China,2013-05-14,GST_STANDARD,Recycled box,True,True
PRD0753,Candle Arc 852,Tablet,Candle,497.57,318.24,2017.0,24.0,0.448,SKU-CAN00753,Productivity Tablet,Shift,White,SUP013,Korea,2017-01-25,GST_STANDARD,Recycled box,False,True
PRD0754,Vela Echo 853,Home Entertainment,Vela,3612.65,2125.88,2013.0,24.0,5.987,SKU-VEL00754,Smart Display,Spark,Gold,SUP014,China,2013-10-16,GST_STANDARD,Protective case,True,True
PRD0755,Candle Orbit 854,Audio,Candle,683.65,340.69,2017.0,12.0,0.366,SKU-CAN00755,Wireless Audio,Vista,Silver,SUP015,China,2017-11-24,GST_STANDARD,Protective case,False,True
PRD0756,Vela Spark 855,Smart Home,Vela,244.21,135.44,2016.0,12.0,0.34,SKU-VEL00756,Home Automation,Wave,Green,SUP016,Korea,2016-04-03,GST_STANDARD,Protective case,True,True
PRD0757,Candle Bloom 856,Gaming,Candle,2401.56,1260.06,2014.0,24.0,0.905,SKU-CAN00757,Gaming Hardware,Arc,Graphite,SUP017,Malaysia,2014-09-15,GST_STANDARD,Box,True,True
PRD0758,Vela Halo 857,Wearable,Vela,688.14,433.57,2017.0,12.0,0.089,SKU-VEL00758,Health Wearable,Atlas,Silver,SUP018,Australia,2017-08-01,GST_STANDARD,Protective case,False,True
PRD0759,Candle Quest 858,Networking,Candle,943.47,455.26,2013.0,24.0,0.515,SKU-CAN00759,Connected Network,Bloom,Silver,SUP019,Australia,2013-07-23,GST_STANDARD,Box,False,True
PRD0760,Vela Wave 859,Accessory,Vela,405.95,225.18,2017.0,12.0,0.169,SKU-VEL00760,Mobile Accessory,Core,Graphite,SUP020,Malaysia,2017-07-10,GST_STANDARD,Box,True,True
PRD0761,Candle Edge 860,Laptop,Candle,965.07,539.26,2016.0,24.0,1.837,SKU-CAN00761,Ultrabook,Edge,Silver,SUP021,Korea,2016-07-17,GST_STANDARD,Protective case,True,True
PRD0762,Vela Nova 861,Smartphone,Vela,1654.61,1210.78,2012.0,24.0,0.294,SKU-VEL00762,5G Smartphone,Echo,Gold,SUP022,Malaysia,2012-04-09,GST_STANDARD,Box,True,True
PRD0763,Candle Shift 862,Tablet,Candle,1426.88,985.5,2012.0,24.0,0.576,SKU-CAN00763,Productivity Tablet,Flux,Silver,SUP023,Vietnam,2012-11-04,GST_STANDARD,Box,True,True
PRD0764,Vela Atlas 863,Home Entertainment,Vela,3444.81,2326.12,2013.0,24.0,6.533,SKU-VEL00764,Smart Display,Halo,White,SUP024,China,2013-12-07,GST_STANDARD,Recycled box,True,True
PRD0765,Candle Flux 864,Audio,Candle,126.56,71.02,2012.0,12.0,0.402,SKU-CAN00765,Wireless Audio,Lumen,Blue,SUP025,Malaysia,2012-03-11,GST_STANDARD,Protective case,True,True
PRD0766,Vela Pulse 865,Smart Home,Vela,551.34,418.51,2017.0,12.0,0.479,SKU-VEL00766,Home Automation,Nova,Silver,SUP026,Australia,2017-02-03,GST_STANDARD,Protective case,True,True
PRD0767,Candle Vista 866,Gaming,Candle,122.05,65.27,2013.0,24.0,1.243,SKU-CAN00767,Gaming Hardware,Orbit,Gold,SUP027,Japan,2013-08-05,GST_STANDARD,Box,True,True
PRD0768,Vela Core 867,Wearable,Vela,912.93,439.01,2014.0,12.0,0.135,SKU-VEL00768,Health Wearable,Pulse,White,SUP028,Japan,2014-11-07,GST_STANDARD,Protective case,True,True
PRD0769,Candle Lumen 868,Networking,Candle,809.07,515.34,2015.0,24.0,0.958,SKU-CAN00769,Connected Network,Quest,Red,SUP029,Vietnam,2015-02-26,GST_STANDARD,Protective case,True,False
PRD0770,Vela Ridge 869,Accessory,Vela,254.66,130.55,2013.0,12.0,0.18,SKU-VEL00770,Mobile Accessory,Ridge,Black,SUP030,Japan,2013-03-04,GST_STANDARD,Protective case,True,True
PRD0771,Candle Arc 870,Laptop,Candle,1968.01,1095.12,2013.0,24.0,1.928,SKU-CAN00771,Ultrabook,Shift,Blue,SUP031,Korea,2013-08-07,GST_STANDARD,Box,True,True
PRD0772,Vela Echo 871,Smartphone,Vela,546.46,383.33,2012.0,24.0,0.277,SKU-VEL00772,5G Smartphone,Spark,Red,SUP032,Japan,2012-11-24,GST_STANDARD,Box,True,True
PRD0773,Candle Orbit 872,Tablet,Candle,429.44,240.64,2015.0,24.0,0.643,SKU-CAN00773,Productivity Tablet,Vista,Green,SUP033,Korea,2015-04-01,GST_STANDARD,Box,True,True
PRD0774,Vela Spark 873,Home Entertainment,Vela,4016.42,2320.12,2017.0,24.0,9.979,SKU-VEL00774,Smart Display,Wave,Gold,SUP034,Australia,2017-09-19,GST_STANDARD,Recycled box,False,True
PRD0775,Candle Bloom 874,Audio,Candle,376.86,190.44,2016.0,12.0,0.404,SKU-CAN00775,Wireless Audio,Arc,Gold,SUP035,Vietnam,2016-05-15,GST_STANDARD,Recycled box,True,True
PRD0776,Vela Halo 875,Smart Home,Vela,486.13,262.36,2012.0,12.0,0.392,SKU-VEL00776,Home Automation,Atlas,Graphite,SUP036,Vietnam,2012-06-14,GST_STANDARD,Box,True,True
PRD0777,Candle Quest 876,Gaming,Candle,2527.82,1335.7,2012.0,24.0,1.374,SKU-CAN00777,Gaming Hardware,Bloom,Silver,SUP037,China,2012-03-20,GST_STANDARD,Recycled box,False,True
PRD0778,Vela Wave 877,Wearable,Vela,981.57,580.75,2013.0,12.0,0.132,SKU-VEL00778,Health Wearable,Core,Blue,SUP001,Japan,2013-01-19,GST_STANDARD,Box,True,True
PRD0779,Candle Edge 878,Networking,Candle,296.88,224.04,2012.0,24.0,0.738,SKU-CAN00779,Connected Network,Edge,Black,SUP002,Vietnam,2012-01-17,GST_STANDARD,Recycled box,True,True
PRD0780,Vela Nova 879,Accessory,Vela,191.96,97.55,2012.0,12.0,0.243,SKU-VEL00780,Mobile Accessory,Echo,Red,SUP003,Malaysia,2012-02-11,GST_STANDARD,Box,False,True
PRD0781,Candle Shift 880,Laptop,Candle,1410.25,977.02,2016.0,24.0,1.343,SKU-CAN00781,Ultrabook,Flux,Silver,SUP004,Vietnam,2016-08-12,GST_STANDARD,Recycled box,True,True
PRD0782,Vela Atlas 881,Smartphone,Vela,1330.98,766.57,2015.0,24.0,0.3,SKU-VEL00782,5G Smartphone,Halo,Silver,SUP005,Malaysia,2015-12-19,GST_STANDARD,Recycled box,False,True
PRD0783,Candle Flux 882,Tablet,Candle,516.28,296.35,2013.0,24.0,0.518,SKU-CAN00783,Productivity Tablet,Lumen,Graphite,SUP006,Japan,2013-03-13,GST_STANDARD,Recycled box,True,False
PRD0784,Vela Pulse 883,Home Entertainment,Vela,3454.65,2570.67,2015.0,24.0,9.162,SKU-VEL00784,Smart Display,Nova,Gold,SUP007,Malaysia,2015-01-18,GST_STANDARD,Protective case,True,True
PRD0785,Candle Vista 884,Audio,Candle,611.01,395.14,2017.0,12.0,0.354,SKU-CAN00785,Wireless Audio,Orbit,Black,SUP008,Korea,2017-03-08,GST_STANDARD,Box,False,True
PRD0786,Vela Core 885,Smart Home,Vela,211.68,143.26,2015.0,12.0,0.451,SKU-VEL00786,Home Automation,Pulse,Silver,SUP009,Malaysia,2015-11-01,GST_STANDARD,Recycled box,True,True
